DATA_EMISSAO;DATA_EMBARQUE;HORA_EMBARQUE;CIA_BILHETE;TRECHO;ORIGEM;DESTINO;CUPOM;BILHETE;TIPO;CABINE;CIA_VOO;VALOR_BRL;EMPRESA;CNPJ;IATA_AGENCIA;BASE_VENDA;QTD_PAX;NUM_VOO;CONSOLIDADA
01/02/2019;13/04/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444300433;N;S;O6;R$ 398,00;URANO VIAGENS (REDE) (SJK);62.282.892/0001-53;57934925;SAO;1;6002;ABALONE
01/02/2019;12/05/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444626673;N;L;O6;R$ 668,50;L2 VIAGENS E TUR (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;6002;ABALONE
01/02/2019;13/12/2019;07:10;G3;CGH/SDU/CGH;CGH;SDU;1;6201377;N;P;G3;R$ 2.250,00;MATTOS FILHO - ADVOGADOS;62.282.892/0001-53;57934925;SAO;1;1004;ABALONE
01/02/2019;12/03/2019;14:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444427328;N;W;O6;R$ 132,30;EDESTINOS (SAO);62.282.892/0001-53;57934925;SAO;1;6034;ABALONE
01/02/2019;04/04/2019;08:30;LA;CGH/SDU/CGH;CGH;SDU;1;2191717289;N;N;LA;R$ 1.063,04;CASA DOS VENTOS;62.282.892/0001-53;57934925;SAO;1;3910;ABALONE
01/02/2019;23/04/2019;09:00;JJ;CGH/SDU/CGH;CGH;SDU;1;2191239455;N;N;JJ;R$ 663,84;HOPE LINGERIE;62.282.892/0001-53;57934925;BER;1;3912;ABALONE
01/02/2019;02/05/2019;11:00;G3;CGH/SDU/CGH;CGH;SDU;1;309926858;N;U;G3;R$ 679,84;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1020;ABALONE
01/02/2019;27/09/2019;17:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190506244;N;N;JJ;R$ 799,84;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3910;ABALONE
01/02/2019;14/04/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444400591;N;L;O6;R$ 431,90;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6016;ABALONE
01/02/2019;07/11/2019;13:20;G3;CGH/SDU/CGH;CGH;SDU;1;309765552;N;N;G3;R$ 2.250,00;JORNADA VIAGENS (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;1002;ABALONE
01/02/2019;14/12/2019;13:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191335576;N;Q;LA;R$ 572,28;MATTOS FILHO - ADVOGADOS;62.282.892/0001-53;57934925;SAO;1;3928;ABALONE
01/02/2019;13/03/2019;14:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444433946;N;W;O6;R$ 348,60;EDESTINOS (SAO);62.282.892/0001-53;57934925;SAO;1;6034;ABALONE
01/02/2019;13/04/2019;11:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191747678;N;N;LA;R$ 1.207,38;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;3906;ABALONE
01/02/2019;24/04/2019;06:40;O6;CGH/SDU/CGH;CGH;SDU;1;2444429328;N;L;O6;R$ 465,50;OSWALDO CRUZ QUÕMICA;62.282.892/0001-53;57934925;GRU;1;6000;ABALONE
01/02/2019;30/06/2019;20:20;G3;CGH/SDU/CGH;CGH;SDU;1;310541000;N;N;G3;R$ 941,89;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1016;ABALONE
01/02/2019;28/09/2019;18:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190516259;N;N;JJ;R$ 1.300,80;PASSAGGIO VIAG (SAO);62.282.892/0001-53;57934925;SAO;1;3912;ABALONE
01/02/2019;23/04/2019;10:30;JJ;CGH/SDU/CGH;CGH;SDU;1;2191818210;N;G;JJ;R$ 261,80;YANDEH;62.282.892/0001-53;57934925;SAO;1;3918;ABALONE
01/02/2019;08/11/2019;19:20;LA;CGH/SDU/CGH;CGH;SDU;1;2191055118;N;N;JJ;R$ 999,80;FOLK TRAVEL (MATRIZ) (RIO);62.282.892/0001-53;57934925;RIO;1;3914;ABALONE
01/02/2019;23/03/2019;07:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444298116;N;K;O6;R$ 552,30;CARL ZEISS;62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;08/09/2019;13:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;W;G3;R$ 1.585,72;MOVIDA RENT A CAR;62.282.892/0001-53;57934925;GRU;1;1028;ABALONE
01/02/2019;14/04/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444296585;N;S;O6;R$ 171,38;FLYTOUR RIOCENTRO (REDE)(RIO);62.282.892/0001-53;57934925;RIO;1;6000;ABALONE
01/02/2019;21/08/2019;07:30;LA;CGH/SDU/CGH;CGH;SDU;1;2190793365;N;M;LA;R$ 2.398,70;CT TRAVEL VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;3906;ABALONE
01/02/2019;01/07/2019;12:55;O6;CGH/SDU/CGH;CGH;SDU;1;2444467488;N;E;O6;R$ 994,50;GET OUT N ABOUT TURISMO (CPQ);62.282.892/0001-53;57934925;CPQ;1;6008;ABALONE
01/02/2019;29/09/2019;06:40;O6;CGH/SDU/CGH;CGH;SDU;1;2443603115;N;L;O6;R$ 670,65;CANTATUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;6000;ABALONE
01/02/2019;24/04/2019;07:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;O;G3;R$ 248,70;NOBULLSHIT;62.282.892/0001-53;57934925;GRU;1;1004;ABALONE
01/02/2019;09/11/2019;02:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191056818;N;N;JJ;R$ 136,00;HEDGING VIAGENS E TURISMO(SAO);62.282.892/0001-53;57934925;SAO;1;3928;ABALONE
01/02/2019;24/03/2019;09:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;T;G3;R$ 1.819,04;AECOM - SAO PAULO;62.282.892/0001-53;57934925;SAO;1;1012;ABALONE
01/02/2019;09/09/2019;07:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444226969;N;P;O6;R$ 337,40;ALLIED;62.282.892/0001-53;57934925;BER;1;6006;ABALONE
