DATA_EMISSAO;DATA_EMBARQUE;HORA_EMBARQUE;CIA_BILHETE;TRECHO;ORIGEM;DESTINO;CUPOM;BILHETE;TIPO;CABINE;CIA_VOO;VALOR_BRL;EMPRESA;CNPJ;IATA_AGENCIA;BASE_VENDA;QTD_PAX;NUM_VOO;CONSOLIDADA
26/07/2019;12/08/2019;07:15;LA;CNF/BSB;CNF;BSB;1;UH3RJT;N;S;LA;R$ 460,94;CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA - 3? REGIAO;25.579.327/0001-90;57550835;BHZ;1;3856;MASTER TURISMO LTDA
26/07/2019;12/08/2019;19:45;LA;BSB/CNF;BSB;CNF;2;UYSZ5V;N;S;LA;R$ 460,94;CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA - 3? REGIAO;25.579.327/0001-90;57550835;BHZ;1;3845;MASTER TURISMO LTDA
25/07/2019;10/08/2019;19:40;LA;CNF/GRU;CNF;GRU;3;PIJCSF;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3341;MASTER TURISMO LTDA
25/07/2019;16/08/2019;06:55;G3;CNF/SDU;CNF;SDU;1;UYSZ5V;N;O;G3;R$ 484,80;CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA - 3? REGIAO;25.579.327/0001-90;57550835;BHZ;1;2051;MASTER TURISMO LTDA
25/07/2019;10/08/2019;23:30;LA;GRU/IMP;GRU;IMP;4;VQSFGX;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3335;MASTER TURISMO LTDA
25/07/2019;16/08/2019;18:15;G3;SDU/CNF;SDU;CNF;2;LY7HVY;N;E;G3;R$ 484,80;CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA - 3? REGIAO;25.579.327/0001-90;57550835;BHZ;1;2056;MASTER TURISMO LTDA
24/07/2019;26/08/2019;08:00;AD;CNF/CGH;CNF;CGH;1;LY7HVY;N;P;AD;R$ 224,63;AF INVEST ADMINISTRACAO DE RECURSOS LTDA;03.226.533/0001-84;57550835;BHZ;1;2684;MASTER TURISMO LTDA
24/07/2019;28/08/2019;19:10;G3;CGH/CNF;CGH;CNF;1;OFUNTW;N;N;G3;R$ 158,90;AF INVEST ADMINISTRACAO DE RECURSOS LTDA;03.226.533/0001-84;57550835;BHZ;1;1312;MASTER TURISMO LTDA
23/07/2019;25/07/2019;15:45;LA;CGH/CNF;CGH;CNF;1;OFUNTW;N;M;LA;R$ 531,93;FONTES E ADVOGADOS ASSOCIADOS;01.067.030/0001-88;57550835;BHZ;1;3202;MASTER TURISMO LTDA
24/07/2019;02/08/2019;08:00;LA;RAO/CGH;RAO;CGH;1;NS73KR;N;X;LA;R$ 464,80;VISUAL SISTEMAS ELETRONICOS;23.921.349/0001-61;57550835;BHZ;1;3277;MASTER TURISMO LTDA
24/07/2019;02/08/2019;10:40;LA;CGH/CNF;CGH;CNF;2;OILSYA;N;X;LA;R$ 464,80;VISUAL SISTEMAS ELETRONICOS;23.921.349/0001-61;57550835;BHZ;1;3115;MASTER TURISMO LTDA
24/07/2019;29/07/2019;18:50;G3;CNF/BSB;CNF;BSB;1;VD2LGC;N;P;G3;R$ 699,90;VISUAL SISTEMAS ELETRONICOS;23.921.349/0001-61;57550835;BHZ;1;1705;MASTER TURISMO LTDA
24/07/2019;29/07/2019;20:50;G3;BSB/RAO;BSB;RAO;2;HRI3RE;N;P;G3;R$ 699,90;VISUAL SISTEMAS ELETRONICOS;23.921.349/0001-61;57550835;BHZ;1;2231;MASTER TURISMO LTDA
25/07/2019;10/08/2019;19:40;LA;CNF/GRU;CNF;GRU;1;VITPQA;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3341;MASTER TURISMO LTDA
25/07/2019;08/08/2019;19:45;LA;BSB/CNF;BSB;CNF;2;CRHN9B;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3845;MASTER TURISMO LTDA
25/07/2019;08/08/2019;16:25;LA;IMP/BSB;IMP;BSB;3;CRHN9B;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3553;MASTER TURISMO LTDA
25/07/2019;10/08/2019;23:30;LA;GRU/IMP;GRU;IMP;4;DKVN4G;N;L;LA;R$ 1.560,40;CESTE;05.387.829/0001-02;57550835;BHZ;1;3335;MASTER TURISMO LTDA
01/01/2017;03/01/2017;12:00;G3;CGH/GIG;CGH;GIG;1;KP6RPR;N;E;G3;R$ 153,55;ROVIGO EMPREENDIMENTOS LTDA;21.960.877/0001-02;57550835;BHZ;1;1064;MASTER TURISMO LTDA
01/01/2017;03/01/2017;10:10;AD;CGH/CNF;CGH;CNF;1;LINDHR;N;U;AD;R$ 59,92;ROVIGO EMPREENDIMENTOS LTDA;21.960.877/0001-02;57550835;BHZ;1;2696;MASTER TURISMO LTDA
01/01/2017;14/01/2017;18:45;JJ;CGH/RAO;CGH;RAO;1;RKYB9M;N;V;LA;R$ 263,90;REAL TUR TURISMO LTDA;10.987.382/0001-42;57550835;BHZ;1;3294;MASTER TURISMO LTDA
01/01/2017;14/01/2017;15:35;JJ;CNF/CGH;CNF;CGH;2;GLMKGR;N;V;LA;R$ 263,90;REAL TUR TURISMO LTDA;10.987.382/0001-42;57550835;BHZ;1;3223;MASTER TURISMO LTDA
01/01/2017;14/01/2017;18:45;JJ;CGH/RAO;CGH;RAO;1;DHIP3C;N;X;LA;R$ 172,93;REAL TUR TURISMO LTDA;10.987.382/0001-42;57550835;BHZ;1;3294;MASTER TURISMO LTDA
01/01/2017;02/01/2017;08:25;JJ;UDI/CGH;UDI;CGH;1;DHIP3C;N;H;LA;R$ 705,93;INSTITUTO AQUILA DE GESTAO;14.377.211/0001-52;57550835;BHZ;1;3683;MASTER TURISMO LTDA
01/01/2017;02/01/2017;12:12;AD;REC/FOR;REC;FOR;1;EN62WD;N;P;AD;R$ 761,58;INSTITUTO AQUILA DE GESTAO;14.377.211/0001-52;57550835;BHZ;1;9090;MASTER TURISMO LTDA
01/01/2017;02/01/2017;09:50;AD;CNF/REC;CNF;REC;2;ZJ81RA;N;P;AD;R$ 761,58;INSTITUTO AQUILA DE GESTAO;14.377.211/0001-52;57550835;BHZ;1;9129;MASTER TURISMO LTDA
25/07/2019;16/08/2019;18:00;LA;CNF/CGH;CNF;CGH;1;KLREJR;N;Q;LA;R$ 220,00;PRECON INDUSTRIAL;23.452.238/0001-53;57550835;BHZ;1;3367;MASTER TURISMO LTDA
23/07/2019;24/07/2019;18:10;LA;SDU/CGH;SDU;CGH;1;MKJVNM;N;V;LA;R$ 622,50;SINOPEC PETROLEUM DO BRASIL;07.199.883/0001-50;57550835;BHZ;1;3949;MASTER TURISMO LTDA
25/07/2019;17/08/2019;00:20;LA;GRU/CWB;GRU;CWB;2;WFNN2L;N;Q;LA;R$ 220,00;PRECON INDUSTRIAL;23.452.238/0001-53;57550835;BHZ;1;3982;MASTER TURISMO LTDA
23/07/2019;24/07/2019;20:55;LA;CGH/CGR;CGH;CGR;2;MKJVNM;N;V;LA;R$ 622,50;SINOPEC PETROLEUM DO BRASIL;07.199.883/0001-50;57550835;BHZ;1;3774;MASTER TURISMO LTDA
25/07/2019;04/08/2019;12:25;AD;CWB/VCP;CWB;VCP;1;WFNN2L;N;O;AD;R$ 527,64;PRECON INDUSTRIAL;23.452.238/0001-53;57550835;BHZ;1;2655;MASTER TURISMO LTDA
23/07/2019;24/07/2019;18:10;LA;SDU/CGH;SDU;CGH;1;MYRT9F;N;V;LA;R$ 622,50;SINOPEC PETROLEUM DO BRASIL;07.199.883/0001-50;57550835;BHZ;1;3949;MASTER TURISMO LTDA
25/07/2019;04/08/2019;16:35;AD;VCP/CNF;VCP;CNF;2;WFNN2L;N;O;AD;R$ 527,64;PRECON INDUSTRIAL;23.452.238/0001-53;57550835;BHZ;1;2887;MASTER TURISMO LTDA
23/07/2019;24/07/2019;20:55;LA;CGH/CGR;CGH;CGR;2;MYRT9F;N;V;LA;R$ 622,50;SINOPEC PETROLEUM DO BRASIL;07.199.883/0001-50;57550835;BHZ;1;3774;MASTER TURISMO LTDA
23/07/2019;09/09/2019;21:50;LA;CNF/BSB;CNF;BSB;1;WFNN2L;N;G;LA;R$ 152,90;IBRAM;19.759.554/0001-03;57550835;BHZ;1;3844;MASTER TURISMO LTDA
24/07/2019;25/07/2019;15:15;G3;CGR/CGH;CGR;CGH;1;NGGDTG;N;W;G3;R$ 749,90;SINOPEC PETROLEUM DO BRASIL;07.199.883/0001-50;57550835;BHZ;1;1491;MASTER TURISMO LTDA
